id_documento,titulo,tipo_documental,serie,dependencia,fecha_creacion,fecha_digitalizacion,formato,peso_kb,num_paginas,idioma,estado,clasificacion,digitalizador,calidad_imagen,observaciones
AHB-2018-1011,Acta #624,Acta,Actas de Reunión,Planeación,2018-04-05 16:48:09.632107,2018-06-01 16:48:09.632107,PDF,6169.9,64,es,Activo,Confidencial,María Rodríguez,2.0,
AHB-2020-1114,Oficio #156,Oficio,Oficios,Hacienda,2020-09-01 22:40:56.187290,2021-11-28 22:40:56.187290,JPEG,2622267.558010554,44,es,Inactivo,Confidencial,María Rodríguez,1.0,
AHB-2023-1257,Contrato #586,Contrato,Contratos y Convenios,Secretaría General,2024-01-07 16:07:01.404682,2025-04-06 16:07:01.404682,DOCX,5410.7,53,es,Transferido,Confidencial,Juan Martínez,2.0,
AHB-2022-1219,Informe #147,Informe,Informes de Gestión,Secretaría General,2023-02-16 17:53:22.675585,2024-07-21 17:53:22.675585,JPEG,1294.4,62,es,Inactivo,Público,Laura Sánchez,3.0,
AHB-2023-1252,Circular #874,Circular,Circulares,Hacienda,2023-11-25 18:17:51.571906,2024-01-09 18:17:51.571906,PNG,7120.9,68,es,Activo,Confidencial,Juan Martínez,1.0,
AHB-2023-1295,Circular #695,Circular,Circulares,Secretaría General,2024-11-27 08:20:40.133779,2026-03-03 08:20:40.133779,TIFF,4999.9,70,es,Eliminado,Reservado,María Rodríguez,,
AHB-2023-1261,Circular #717,Circular,Circulares,Jurídica,2024-02-10 16:46:21.270903,2024-10-07 16:46:21.270903,TIFF,6129.8,18,es,Activo,Reservado,Carlos López,1.0,
AHB-2021-1178,Decreto #445,Decreto,Decretos,Archivo Histórico,2022-03-02 22:10:14.046822,2023-02-08 22:10:14.046822,PNG,7555.5,3,es,Activo,Público,Ana García,1.0,
AHB-2018-1019,Solicitud #566,Solicitud,Solicitudes Ciudadanas,Archivo Histórico,2018-06-13 02:06:49.364548,2019-05-15 02:06:49.364548,TIFF,3150.4,59,es,Activo,Confidencial,Laura Sánchez,5.0,
AHB-2021-1169,Contrato #071,Contrato,Contratos y Convenios,Hacienda,2021-12-16 01:41:44.347826,2022-10-02 01:41:44.347826,PNG,6669.4,68,es,Activo,Reservado,María Rodríguez,2.0,
AHB-2022-1239,Informe #354,Informe,Informes de Gestión,Secretaría General,2023-08-06 11:10:02.006688,2022-08-06 11:10:02.006688,JPEG,524.1,28,es,Activo,Público,Ana García,5.0,
AHB-2023-1277,Oficio #621,Oficio,Oficios,Archivo Histórico,2024-06-26 13:23:40.735785,2024-12-09 13:23:40.735785,JPEG,1328.6,5,es,Eliminado,Público,Ana García,4.0,
AHB-2021-1160,Informe #642,Informe,Informes de Gestión,Jurídica,2021-09-30 03:13:14.648829,2023-09-25 03:13:14.648829,JPEG,7609.5,61,es,Eliminado,Confidencial,Carlos López,4.0,
AHB-2019-1073,Acta #602,acta,Actas de Reunión,Archivo Histórico,2019-09-17 12:57:47.558528,2020-03-08 12:57:47.558528,PNG,7711.7,28,es,Activo,Reservado,Carlos López,3.0,
AHB-2018-1017,Contrato #565,Informe ,Contratos y Convenios,Planeación,2018-05-26 17:47:09.431438,2019-02-12 17:47:09.431438,JPEG,7544.8,52,es,Activo,Confidencial,María Rodríguez,,
AHB-2019-1062,Memorando #349,Memorando,Memorandos,Secretaría General,2019-06-15 10:09:37.926421,2020-02-20 10:09:37.926421,TIFF,2015.9,66,es,Inactivo,Confidencial,María Rodríguez,2.0,
AHB-2022-1249,Certificado #310,Certificado,Certificados y Constancias,,2023-10-31 06:48:21.672240,2022-10-31 06:48:21.672240,PNG,1721683.2125425623,31,es,Transferido,Reservado,Ana García,,
AHB-2022-1228,Circular #921,Circular,Circulares,Secretaría General,2023-05-04 09:21:52.374581,2023-11-17 09:21:52.374581,PNG,1905.7,51,es,Eliminado,Público,Ana García,5.0,
AHB-2022-1238,Circular #968,Circular,Circulares,Planeación,2023-07-29 04:00:12.040133,2023-09-06 04:00:12.040133,PNG,1180.8,62,es,Transferido,Público,Ana García,,
AHB-2022-1229,Solicitud #824,Solicitud,Solicitudes Ciudadanas,Archivo Histórico,2023-05-12 21:31:42.341137,2023-12-30 21:31:42.341137,TIFF,2153.2,45,es,Eliminado,Público,Carlos López,4.0,
AHB-2023-1283,Certificado #294,Certificado,Certificados y Constancias,Secretaría General,2024-08-16 13:22:40.535117,2026-06-04 13:22:40.535117,PNG,341.7,64,es,Activo,Confidencial,Laura Sánchez,1.0,
AHB-2018-1047,Informe #393,Informe,Informes de Gestión,Hacienda,2019-02-07 08:42:08.428093,2020-11-24 08:42:08.428093,PDF,2733.1,19,es,Eliminado,Reservado,Carlos López,1.0,
AHB-2023-1250,Decreto #204,Decreto,Decretos,Sec. General,2023-11-08 15:58:11.638796,2024-04-26 15:58:11.638796,DOCX,3530.2,32,es,Eliminado,Confidencial,Carlos López,,
AHB-2019-1079,Resolución #458,Resolución,Resoluciones Administrativas,Jurídica,2019-11-08 00:56:47.357859,2021-04-14 00:56:47.357859,DOCX,7434.7,64,es,Eliminado,Público,Ana García,2.0,
AHB-2023-1254,Certificado #110,Certificado,Certificados y Constancias,Planeación,2023-12-12 21:37:31.505016,2024-12-20 21:37:31.505016,TIFF,4849.5,30,es,Transferido,Público,Juan Martínez,2.0,
AHB-2018-1020,Resolución #418,Resolución,Resoluciones Administrativas,Planeación,2018-06-21 06:16:39.331103,2018-10-22 06:16:39.331103,PDF,7138.6,10,es,Inactivo,Público,Ana García,4.0,
AHB-2020-1140,Circular #077,Circular,Circulares,Archivo Histórico,2021-04-12 08:56:35.317725,2021-05-25 08:56:35.317725,TIFF,3834.9,79,es,Eliminado,Público,Ana García,1.0,
AHB-2021-1192,Memorando #333,Memorando,Memorandos,Jurídica,2022-06-30 16:27:53.578595,2024-02-17 16:27:53.578595,JPEG,4637.3,27,es,Activo,Reservado,María Rodríguez,2.0,
AHB-2020-1130,Oficio #933,Oficio,Oficios,Planeación,2021-01-16 16:18:15.652173,2021-04-05 16:18:15.652173,DOCX,2273.3,59,es,Inactivo,Confidencial,Juan Martínez,4.0,
AHB-2022-1215,Decreto #247,Decreto,Decretos,Archivo Histórico,2023-01-13 06:14:02.809364,2023-04-19 06:14:02.809364,TIFF,2153.9,37,es,Transferido,Público,Carlos López,,
AHB-2022-1244,Acta #435,Acta,Actas de Reunión,Archivo Histórico,2023-09-18 09:59:11.839464,2024-10-08 09:59:11.839464,PDF,3541.3,35,es,Inactivo,Confidencial,Ana García,4.0,
AHB-2019-1059,Solicitud #809,Solicitud,Solicitudes Ciudadanas,Secretaría General,2019-05-20 16:40:08.026755,2019-08-19 16:40:08.026755,PDF,7660.4,25,es,Transferido,Confidencial,Juan Martínez,1.0,
AHB-2022-1221,,Decreto,Decretos,,2023-03-05 21:13:02.608695,2023-03-24 21:13:02.608695,,5530.5,72,es,Transferido,Confidencial,Carlos López,,
AHB-2021-1176,Memorando #765,Memorando,Memorandos,Planeación,2022-02-14 00:50:34.113712,2023-11-23 00:50:34.113712,JPEG,483.5,15,es,Transferido,Reservado,María Rodríguez,2.0,
AHB-2019-1055,Resolución #885,Resolución,Resoluciones Administrativas,Secretaría General,2019-04-16 20:00:48.160535,2021-01-08 20:00:48.160535,TIFF,464.1,21,es,Transferido,Reservado,Ana García,3.0,
AHB-2023-1291,Informe #652,Informe,Informes de Gestión,Jurídica,2024-10-23 21:41:20.267558,2025-08-11 21:41:20.267558,TIFF,6961.5,14,es,Eliminado,Reservado,Juan Martínez,1.0,
AHB-2023-1254,Certificado #110,Certificado,Certificados y Constancias,Planeación,2023-12-12 21:37:31.505016,2024-12-20 21:37:31.505016,TIFF,4849.5,30,es,Transferido,Público,Juan Martínez,2.0,
AHB-2021-1197,Memorando #384,Memorando,Memorandos,Secretaría General,2022-08-12 12:17:03.411371,2024-06-14 12:17:03.411371,TIFF,727.2,49,es,Inactivo,Confidencial,María Rodríguez,3.0,
AHB-2019-1068,Certificado #003,Certificado,Certificados y Constancias,Archivo Histórico,2019-08-05 18:08:37.725752,2020-09-14 18:08:37.725752,JPEG,7584.7,12,es,Activo,Confidencial,Carlos López,4.0,
AHB-2022-1210,Decreto #625,Decreto,Decretos,Secretaría General,2022-12-01 19:24:52.976588,2023-04-11 19:24:52.976588,TIFF,528.8,36,es,Activo,Confidencial,Juan Martínez,3.0,
AHB-2022-1232,Resolución #295,Resolución,Resoluciones Administrativas,Hacienda,2023-06-07 21:01:12.240802,2023-08-26 21:01:12.240802,TIFF,6441.1,6,es,Eliminado,Confidencial,Juan Martínez,5.0,
AHB-2022-1201,Informe #544,Informe,Informes de Gestión,Planeación,2022-09-15 15:56:23.277591,2023-01-26 15:56:23.277591,PNG,4789.2,69,es,Eliminado,Reservado,María Rodríguez,3.0,
AHB-2021-1168,Informe #633,Informe,Informes de Gestión,Archivo Histórico,2021-12-07 13:31:54.381270,2022-12-24 13:31:54.381270,TIFF,7845.1,22,es,Transferido,Público,Carlos López,2.0,
AHB-2021-1185,Informe #455,Informe,Informes de Gestión,Secretaría General,2022-05-02 03:19:03.812709,2023-02-17 03:19:03.812709,DOCX,2758.6,53,es,Transferido,Público,Carlos López,3.0,
AHB-2018-1035,Decreto #299,Decreto,Decretos,Jurídica,2018-10-27 13:44:08.829431,2019-12-08 13:44:08.829431,PNG,7846.7,17,es,Transferido,Público,Ana García,2.0,
AHB-2020-1129,Decreto #539,Decreto,Decretos,Secretaría General,2021-01-08 02:08:25.685618,2021-10-29 02:08:25.685618,TIFF,2103.9,67,es,Transferido,Público,Ana García,4.0,
